NIV1,NIV2,NIV3,NIV4,NIV5,NIV1 - Libellé,NIV2 - Libellé,NIV3 - Libellé,NIV4 - Libellé,NIV5 - Libellé
F,42,42.1,42.12,42.12Z,Construction,Génie civil,Construction de routes et de voies ferrées,Construction de voies ferrées de surface et souterraines,Construction de voies ferrées de surface et souterraines
F,42,42.1,42.13,42.13A,Construction,Génie civil,Construction de routes et de voies ferrées,Construction de ponts et tunnels,Construction d'ouvrages d'art
F,42,42.1,42.13,42.13B,Construction,Génie civil,Construction de routes et de voies ferrées,Construction de ponts et tunnels,Construction et entretien de tunnels
F,42,42.2,42.21,42.21Z,Construction,Génie civil,Construction de réseaux et de lignes,Construction de réseaux pour fluides,Construction de réseaux pour fluides
F,42,42.2,42.22,42.22Z,Construction,Génie civil,Construction de réseaux et de lignes,Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications
F,42,42.9,42.91,42.91Z,Construction,Génie civil,Construction d'autres ouvrages de génie civil,Construction d'ouvrages maritimes et fluviaux,Construction d'ouvrages maritimes et fluviaux
F,42,42.9,42.99,42.99Z,Construction,Génie civil,Construction d'autres ouvrages de génie civil,Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil n.c.a.
F,43,43.1,43.11,43.11Z,Construction,Travaux de construction spécialisés,Démolition et préparation des sites,Travaux de démolition,Travaux de démolition
F,43,43.1,43.12,43.12A,Construction,Travaux de construction spécialisés,Démolition et préparation des sites,Travaux de préparation des sites,Travaux de terrassement courants et travaux préparatoires
F,43,43.1,43.12,43.12B,Construction,Travaux de construction spécialisés,Démolition et préparation des sites,Travaux de préparation des sites,Travaux de terrassement spécialisés ou de grande masse
F,43,43.1,43.13,43.13Z,Construction,Travaux de construction spécialisés,Démolition et préparation des sites,Forages et sondages,Forages et sondages
F,43,43.2,43.21,43.21A,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Installation électrique,Travaux d'installation électrique dans tous locaux
F,43,43.2,43.21,43.21B,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Installation électrique,Travaux d'installation électrique sur la voie publique
F,43,43.2,43.22,43.22A,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Travaux de plomberie et installation de chauffage et de conditionnement d'air,Travaux d'installation d'eau et de gaz en tous locaux
F,43,43.2,43.22,43.22B,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Travaux de plomberie et installation de chauffage et de conditionnement d'air,Travaux d'installation d'équipements thermiques et de climatisation
F,43,43.2,43.29,43.29A,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Autres travaux d'installation,Travaux d'isolation
F,43,43.2,43.29,43.29B,Construction,Travaux de construction spécialisés,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Autres travaux d'installation,Autres travaux d'installation n.c.a.
F,43,43.3,43.31,43.31Z,Construction,Travaux de construction spécialisés,Travaux de finition,Travaux de plâtrerie,Travaux de plâtrerie
F,43,43.3,43.32,43.32A,Construction,Travaux de construction spécialisés,Travaux de finition,Travaux de menuiserie,Travaux de menuiserie bois et PVC
F,43,43.3,43.32,43.32B,Construction,Travaux de construction spécialisés,Travaux de finition,Travaux de menuiserie,Travaux de menuiserie métallique et serrurerie
F,43,43.3,43.32,43.32C,Construction,Travaux de construction spécialisés,Travaux de finition,Travaux de menuiserie,Agencement de lieux de vente
F,43,43.3,43.33,43.33Z,Construction,Travaux de construction spécialisés,Travaux de finition,Travaux de revêtement des sols et des murs,Travaux de revêtement des sols et des murs
F,43,43.3,43.34,43.34Z,Construction,Travaux de construction spécialisés,Travaux de finition,Travaux de peinture et vitrerie,Travaux de peinture et vitrerie
F,43,43.3,43.39,43.39Z,Construction,Travaux de construction spécialisés,Travaux de finition,Autres travaux de finition,Autres travaux de finition
F,43,43.9,43.91,43.91A,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Travaux de couverture,Travaux de charpente
F,43,43.9,43.91,43.91B,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Travaux de couverture,Travaux de couverture par éléments
F,43,43.9,43.99,43.99A,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Autres travaux de construction spécialisés n.c.a.,Travaux d'étanchéification
F,43,43.9,43.99,43.99B,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Autres travaux de construction spécialisés n.c.a.,Travaux de montage de structures métalliques
F,43,43.9,43.99,43.99C,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Autres travaux de construction spécialisés n.c.a.,Travaux de maçonnerie générale et gros œuvre de bâtiment
F,43,43.9,43.99,43.99D,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Autres travaux de construction spécialisés n.c.a.,Autres travaux spécialisés de construction
F,43,43.9,43.99,43.99E,Construction,Travaux de construction spécialisés,Autres travaux de construction spécialisés,Autres travaux de construction spécialisés n.c.a.,Location avec opérateur de matériel de construction
G,45,45.1,45.11,45.11Z,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Commerce de véhicules automobiles,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers
G,45,45.1,45.19,45.19Z,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Commerce de véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles
G,45,45.2,45.20,45.20A,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Entretien et réparation de véhicules automobiles,Entretien et réparation de véhicules automobiles,Entretien et réparation de véhicules automobiles légers
G,45,45.2,45.20,45.20B,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Entretien et réparation de véhicules automobiles,Entretien et réparation de véhicules automobiles,Entretien et réparation d'autres véhicules automobiles
G,45,45.3,45.31,45.31Z,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Commerce d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles
G,45,45.3,45.32,45.32Z,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Commerce d'équipements automobiles,Commerce de détail d'équipements automobiles,Commerce de détail d'équipements automobiles
G,45,45.4,45.40,45.40Z,Commerce ; réparation d'automobiles et de motocycles,Commerce et réparation d'automobiles et de motocycles,Commerce et réparation de motocycles,Commerce et réparation de motocycles,Commerce et réparation de motocycles
G,46,46.1,46.11,46.11Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
G,46,46.1,46.12,46.12A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",Centrales d'achat de carburant
G,46,46.1,46.12,46.12B,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques","Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
G,46,46.1,46.13,46.13Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,Intermédiaires du commerce en bois et matériaux de construction,Intermédiaires du commerce en bois et matériaux de construction
G,46,46.1,46.14,46.14Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en machines, équipements industriels, navires et avions","Intermédiaires du commerce en machines, équipements industriels, navires et avions"
G,46,46.1,46.15,46.15Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
G,46,46.1,46.16,46.16Z,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
G,46,46.1,46.17,46.17A,Commerce ; réparation d'automobiles et de motocycles,"Commerce de gros, à l'exception des automobiles et des motocycles",Intermédiaires du commerce de gros,"Intermédiaires du commerce en denrées, boissons et tabac",Centrales d'achat alimentaires
